resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,positionDiff,status,year,circuitId,race_name,race_date,circuit_name,location,country,lat,lng,geometry,dob,driver_nat,driver_name,constr_name,constr_nat
22988,951,4,1,14,14,6,6,6,8.0,52,\N,\N,52,5,1:40.347,209.799,11,-8,+1 Lap,2016,71,Russian Grand Prix,2016-05-01,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23023,952,4,1,14,10,\N,R,19,0.0,45,\N,\N,41,13,1:29.750,186.718,5,9,Engine,2016,4,Spanish Grand Prix,2016-05-15,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23031,953,4,1,14,9,5,5,5,10.0,78,+1:25.076,7254209,72,8,1:19.170,151.739,1,-4,Finished,2016,6,Monaco Grand Prix,2016-05-29,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23089,955,4,1,14,13,\N,R,19,0.0,42,\N,\N,27,18,1:49.101,198.080,6,6,Gearbox,2016,73,European Grand Prix,2016-06-19,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23110,956,4,1,14,14,18,18,18,0.0,64,\N,\N,44,20,1:11.020,219.284,84,4,Battery,2016,70,Austrian Grand Prix,2016-07-03,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23127,957,4,1,14,9,13,13,13,0.0,51,\N,\N,43,2,1:35.669,221.676,11,4,+1 Lap,2016,9,British Grand Prix,2016-07-10,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23143,958,4,1,14,7,7,7,7,6.0,69,\N,\N,62,8,1:24.958,185.639,11,0,+1 Lap,2016,11,Hungarian Grand Prix,2016-07-24,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23170,959,4,1,14,13,12,12,12,0.0,66,\N,\N,50,13,1:20.132,205.490,11,-1,+1 Lap,2016,10,German Grand Prix,2016-07-31,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23187,960,4,1,14,22,7,7,7,6.0,44,+59.445,6350503,43,15,1:54.484,220.243,1,-15,Finished,2016,13,Belgian Grand Prix,2016-08-28,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23231,962,4,1,14,9,7,7,7,6.0,61,+1:29.198,7038148,49,12,1:51.249,163.902,1,-2,Finished,2016,15,Singapore Grand Prix,2016-09-18,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23253,963,4,1,14,22,7,7,7,6.0,56,+1:05.205,5897981,44,6,1:38.291,203.017,1,-15,Finished,2016,2,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23295,965,4,1,14,12,5,5,5,10.0,56,+1:33.953,5986571,36,10,1:43.502,191.752,1,-7,Finished,2016,69,United States Grand Prix,2016-10-23,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23325,966,4,1,14,11,13,13,13,0.0,70,\N,\N,69,16,1:23.668,185.189,11,2,+1 Lap,2016,32,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23366,968,4,1,14,9,10,10,10,1.0,55,+59.896,5943909,50,2,1:44.495,191.343,1,1,Finished,2016,24,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23414,970,4,1,14,13,\N,R,16,0.0,33,\N,\N,31,15,1:39.496,197.230,30,3,Driveshaft,2017,17,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23432,971,4,1,14,15,14,14,14,0.0,54,\N,\N,47,14,1:35.595,203.809,131,-1,Power Unit,2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23458,972,4,1,14,15,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,131,5,Power Unit,2017,71,Russian Grand Prix,2017-04-30,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23470,973,4,1,14,7,12,12,12,0.0,64,\N,\N,64,4,1:23.894,199.752,12,5,+2 Laps,2017,4,Spanish Grand Prix,2017-05-14,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23527,976,4,1,14,19,9,9,9,2.0,51,+59.551,7495124,49,6,1:45.168,205.488,1,-10,Finished,2017,73,Azerbaijan Grand Prix,2017-06-25,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23560,977,4,1,14,12,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,130,7,Collision damage,2017,70,Austrian Grand Prix,2017-07-09,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23579,978,4,1,14,20,\N,R,18,0.0,32,\N,\N,22,18,1:34.263,224.983,131,-2,Power Unit,2017,9,British Grand Prix,2017-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23587,979,4,1,14,7,6,6,6,8.0,70,+1:11.223,6057936,69,1,1:20.182,196.697,1,-1,Finished,2017,11,Hungarian Grand Prix,2017-07-30,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23619,980,4,1,14,10,\N,R,18,0.0,25,\N,\N,12,19,1:51.720,225.692,5,8,Engine,2017,13,Belgian Grand Prix,2017-08-27,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23658,982,4,1,14,8,\N,R,17,0.0,8,\N,\N,6,17,2:13.579,136.503,130,9,Collision damage,2017,15,Singapore Grand Prix,2017-09-17,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23672,983,4,1,14,10,11,11,11,0.0,55,\N,\N,11,11,1:36.501,206.783,11,1,+1 Lap,2017,2,Malaysian Grand Prix,2017-10-01,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23718,985,4,1,14,8,\N,R,17,0.0,24,\N,\N,21,18,1:41.537,195.463,5,9,Engine,2017,69,United States Grand Prix,2017-10-22,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23731,986,4,1,14,18,10,10,10,1.0,70,\N,\N,50,11,1:21.014,191.255,11,-8,+1 Lap,2017,32,Mexican Grand Prix,2017-10-29,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23770,988,4,1,14,11,9,9,9,2.0,54,\N,\N,26,4,1:43.378,193.410,11,-2,+1 Lap,2017,24,Abu Dhabi Grand Prix,2017-11-26,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23808,990,4,1,14,13,7,7,7,6.0,56,\N,\N,47,4,1:34.168,206.898,11,-6,+1 Lap,2018,3,Bahrain Grand Prix,2018-04-08,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23828,991,4,1,14,13,7,7,7,6.0,56,+30.639,5767019,56,7,1:37.234,201.818,1,-6,Finished,2018,17,Chinese Grand Prix,2018-04-15,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23848,992,4,1,14,12,7,7,7,6.0,51,+10.931,6235222,32,12,1:47.449,201.126,1,-5,Finished,2018,73,Azerbaijan Grand Prix,2018-04-29,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23869,993,4,1,14,8,8,8,8,4.0,65,\N,\N,64,7,1:20.727,207.588,11,0,+1 Lap,2018,4,Spanish Grand Prix,2018-05-13,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23901,994,4,1,14,7,\N,R,20,0.0,52,\N,\N,23,13,1:17.018,155.979,6,13,Gearbox,2018,6,Monaco Grand Prix,2018-05-27,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23937,996,4,1,14,16,16,16,16,0.0,50,\N,\N,48,6,1:35.133,221.071,36,0,Wheel,2018,34,French Grand Prix,2018-06-24,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,POINT (5.79167 43.2506),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23949,997,4,1,14,13,8,8,8,4.0,70,\N,\N,69,9,1:08.661,226.399,11,-5,+1 Lap,2018,70,Austrian Grand Prix,2018-07-01,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23969,998,4,1,14,13,8,8,8,4.0,52,+31.115,5280899,52,10,1:33.482,226.862,1,-5,Finished,2018,9,British Grand Prix,2018-07-08,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1981-07-29,Spanish,Fernando Alonso,McLaren,British
23998,999,4,1,14,11,16,16,16,0.0,65,\N,\N,60,11,1:17.741,211.811,31,5,Retired,2018,10,German Grand Prix,2018-07-22,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24010,1000,4,1,14,11,8,8,8,4.0,69,\N,\N,68,9,1:22.090,192.125,11,-3,+1 Lap,2018,11,Hungarian Grand Prix,2018-07-29,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24041,1001,4,1,14,15,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,3,4,Accident,2018,13,Belgian Grand Prix,2018-08-26,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24069,1003,4,1,14,11,7,7,7,6.0,61,+1:43.001,6774612,57,4,1:43.164,176.677,1,-4,Finished,2018,15,Singapore Grand Prix,2018-09-16,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24096,1004,4,1,14,16,14,14,14,0.0,52,\N,\N,44,15,1:39.590,211.394,11,-2,+1 Lap,2018,71,Russian Grand Prix,2018-09-30,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24140,1006,4,1,14,13,\N,R,18,0.0,1,\N,\N,5,17,1:40.933,196.633,4,5,Collision,2018,69,United States Grand Prix,2018-10-21,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24162,1007,4,1,14,12,\N,R,20,0.0,3,\N,\N,3,20,1:24.197,184.025,5,8,Engine,2018,32,Mexican Grand Prix,2018-10-28,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1981-07-29,Spanish,Fernando Alonso,McLaren,British
24193,1009,4,1,14,15,11,11,11,0.0,54,\N,\N,53,7,1:42.393,195.271,11,-4,+1 Lap,2018,24,Abu Dhabi Grand Prix,2018-11-25,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1981-07-29,Spanish,Fernando Alonso,McLaren,British
25,19,5,1,23,8,3,3,3,6.0,56,+38.450,5517005,19,7,1:35.922,208.031,1,-5,Finished,2008,2,Malaysian Grand Prix,2008-03-23,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
49,20,5,1,23,5,5,5,5,4.0,57,+26.789,5493759,49,1,1:33.193,209.062,1,0,Finished,2008,3,Bahrain Grand Prix,2008-04-06,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
83,21,5,1,23,6,\N,R,17,0.0,21,\N,\N,19,6,1:22.453,203.243,3,11,Accident,2008,4,Spanish Grand Prix,2008-04-27,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
116,23,5,1,23,4,8,8,8,1.0,76,+33.191,7275933,74,2,1:17.282,155.586,1,4,Finished,2008,6,Monaco Grand Prix,2008-05-25,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
152,25,5,1,23,10,4,4,4,5.0,70,+28.929,5539174,46,3,1:17.134,205.870,1,-6,Finished,2008,8,French Grand Prix,2008-06-22,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
173,26,5,1,23,1,5,5,5,4.0,59,\N,\N,17,5,1:33.130,198.728,11,4,+1 Lap,2008,9,British Grand Prix,2008-07-06,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
193,27,5,1,23,3,5,5,5,4.0,67,+12.411,5493285,63,4,1:16.495,215.261,1,2,Finished,2008,10,German Grand Prix,2008-07-20,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
209,28,5,1,23,2,1,1,1,10.0,70,1:37:27.067,5847067,19,7,1:21.753,192.917,1,-1,Finished,2008,11,Hungarian Grand Prix,2008-08-03,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
258,30,5,1,23,3,10,10,10,0.0,43,\N,\N,35,4,1:48.223,232.985,6,7,Gearbox,2008,13,Belgian Grand Prix,2008-09-07,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
298,32,5,1,23,5,10,10,10,0.0,61,+26.902,7063206,14,12,1:47.337,169.943,1,5,Finished,2008,15,Singapore Grand Prix,2008-09-28,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
346,34,5,1,23,5,\N,R,18,0.0,49,\N,\N,32,11,1:37.302,201.677,9,13,Hydraulics,2008,17,Chinese Grand Prix,2008-10-19,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7593,2,5,1,2,14,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,20,6,Spun off,2009,2,Malaysian Grand Prix,2009-04-05,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7598,3,5,1,2,12,5,5,5,4.0,56,+1:05.102,7128587,41,10,1:54.516,171.361,1,-7,Finished,2009,17,Chinese Grand Prix,2009-04-19,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7625,4,5,1,2,11,12,12,12,0.0,57,+1:17.824,5586006,54,12,1:35.520,203.969,1,1,Finished,2009,3,Bahrain Grand Prix,2009-04-26,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7649,5,5,1,2,18,\N,R,16,0.0,7,\N,\N,6,16,1:28.719,188.888,6,-2,Gearbox,2009,4,Spanish Grand Prix,2009-05-10,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7669,6,5,1,2,7,\N,R,16,0.0,51,\N,\N,48,6,1:15.672,158.896,3,9,Accident,2009,6,Monaco Grand Prix,2009-05-24,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7713,8,5,1,2,13,\N,R,20,0.0,36,\N,\N,32,15,1:22.418,224.557,4,7,Collision,2009,9,British Grand Prix,2009-06-21,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7721,9,5,1,2,6,8,8,8,1.0,60,+58.692,5862002,59,17,1:35.524,194.011,1,2,Finished,2009,20,German Grand Prix,2009-07-12,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7738,10,5,1,2,6,5,5,5,4.0,70,+34.392,5938268,63,8,1:22.958,190.115,1,-1,Finished,2009,11,Hungarian Grand Prix,2009-07-26,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7779,12,5,1,2,15,6,6,6,3.0,44,+32.763,5063758,24,13,1:48.348,232.716,1,-9,Finished,2009,13,Belgian Grand Prix,2009-08-30,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
7820,14,5,1,2,8,7,7,7,2.0,61,+36.157,7002494,36,11,1:49.283,167.114,1,-1,Finished,2009,15,Singapore Grand Prix,2009-09-27,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
16077,17,5,1,2,18,11,11,11,0.0,55,+52.798,5696212,53,18,1:41.316,197.346,1,-7,Finished,2009,24,Abu Dhabi Grand Prix,2009-11-01,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1981-10-19,Finnish,Heikki Kovalainen,McLaren,British
745,53,8,1,3,22,3,3,3,6.0,57,+19.360,5405565,29,8,1:32.864,209.803,1,-19,Finished,2006,3,Bahrain Grand Prix,2006-03-12,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
786,54,8,1,3,6,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,3,16,Accident,2006,2,Malaysian Grand Prix,2006-03-19,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
813,56,8,1,3,8,5,5,5,4.0,62,+17.524,5484010,49,3,1:25.027,209.961,1,-3,Finished,2006,21,San Marino Grand Prix,2006-04-23,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
834,57,8,1,3,5,4,4,4,5.0,60,+4.879,5763644,43,2,1:32.472,200.415,1,-1,Finished,2006,20,European Grand Prix,2006-05-07,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
857,58,8,1,3,9,5,5,5,4.0,66,+56.875,5238634,40,5,1:17.357,215.328,1,-4,Finished,2006,4,Spanish Grand Prix,2006-05-14,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
894,59,8,1,3,3,\N,R,20,0.0,50,\N,\N,19,2,1:15.325,159.628,42,17,Heat shield fire,2006,6,Monaco Grand Prix,2006-05-28,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
899,60,8,1,3,2,3,3,3,6.0,60,+18.672,5170599,15,5,1:22.461,224.440,1,1,Finished,2006,9,British Grand Prix,2006-06-11,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
967,63,8,1,3,6,5,5,5,4.0,70,+33.0,5560803,30,4,1:17.717,204.325,1,-1,Finished,2006,8,French Grand Prix,2006-07-16,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
987,64,8,1,3,1,3,3,3,6.0,67,+13.2,5284893,4,3,1:16.475,215.317,1,2,Finished,2006,10,German Grand Prix,2006-07-30,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1021,65,8,1,3,1,\N,R,15,0.0,25,\N,\N,7,16,1:33.690,168.338,4,14,Collision,2006,11,Hungarian Grand Prix,2006-08-06,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1093,68,8,1,3,5,\N,R,21,0.0,18,\N,\N,14,20,1:44.094,188.518,37,16,Throttle,2006,17,Chinese Grand Prix,2006-10-01,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1167,72,8,1,9,6,9,9,9,0.0,56,+1:21.580,5575316,23,1,1:35.483,208.987,1,3,Finished,2005,2,Malaysian Grand Prix,2005-03-20,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1181,73,8,1,9,9,3,3,3,6.0,57,+32.063,5390594,41,3,1:31.822,212.184,1,-6,Finished,2005,3,Bahrain Grand Prix,2005-04-03,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1214,74,8,1,9,1,\N,R,16,0.0,9,\N,\N,8,5,1:23.296,213.201,30,15,Driveshaft,2005,21,San Marino Grand Prix,2005-04-24,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1219,75,8,1,9,1,1,1,1,10.0,66,1:27:16.830,5236830,41,4,1:15.977,219.240,1,0,Finished,2005,4,Spanish Grand Prix,2005-05-08,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1237,76,8,1,9,1,1,1,1,10.0,78,1:45:15.556,6315556,41,2,1:15.921,158.375,1,0,Finished,2005,6,Monaco Grand Prix,2005-05-22,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1265,77,8,1,9,2,11,11,11,0.0,58,\N,\N,9,2,1:30.940,203.791,3,9,Accident,2005,20,European Grand Prix,2005-05-29,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1316,80,8,1,9,13,2,2,2,8.0,70,+11.8,5494032,25,1,1:16.423,207.785,1,-11,Finished,2005,8,French Grand Prix,2005-07-03,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1337,81,8,1,9,12,3,3,3,6.0,60,+14.4,5083988,60,1,1:20.502,229.902,1,-9,Finished,2005,9,British Grand Prix,2005-07-10,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1374,82,8,1,9,1,\N,R,20,0.0,32,\N,\N,24,1,1:14.873,219.924,9,19,Hydraulics,2005,10,German Grand Prix,2005-07-24,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1375,83,8,1,9,4,1,1,1,10.0,70,1:37:25.552,5845552,40,1,1:21.219,194.186,1,-3,Finished,2005,11,Hungarian Grand Prix,2005-07-31,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1435,86,8,1,9,2,1,1,1,10.0,44,1:30:01.295,5401295,34,6,1:53.810,220.662,1,-1,Finished,2005,13,Belgian Grand Prix,2005-09-11,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1496,89,8,1,9,3,2,2,2,8.0,56,+4.0,5997618,56,1,1:33.242,210.458,1,-1,Finished,2005,17,Chinese Grand Prix,2005-10-16,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
1551,91,8,1,6,5,\N,R,17,0.0,40,\N,\N,12,5,1:35.156,209.706,7,12,Transmission,2004,2,Malaysian Grand Prix,2004-03-21,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1979-10-17,Finnish,Kimi Räikkönen,McLaren,British
